county,apiNum,operator,lease,well,type,typeDate,status,statusDate,currentPermit,latitude,longitude,elevation,depth,year
Barton                                  ,011-20115,"MURCHISON OIL & GAS, INC.",21-MASSA,2-8-B,Stratigraphic Test                                                              ,16oct2014,Plugged - Approved                                                              ,27oct2014,18nov2014,37.51732,-94.44404,978,126,2014
Barton                                  ,011-20116,"MURCHISON OIL & GAS, INC.",21-MASSA,4-5-B,Stratigraphic Test                                                              ,21oct2014,Plugged - Approved                                                              ,27oct2014,18nov2014,37.51385,-94.45111,969,116,2014
Barton                                  ,011-20117,"MURCHISON OIL & GAS, INC.",21-MASSA,4-7-B,Stratigraphic Test                                                              ,20oct2014,Plugged - Approved                                                              ,27oct2014,18nov2014,37.51386,-94.4466,972,,2014
Barton                                  ,011-20118,"MURCHISON OIL & GAS, INC.",22-MCDANIEL,1-6-D,Stratigraphic Test                                                              ,13nov2014,Plugged - Approved                                                              ,17nov2014,24nov2014,37.51787,-94.42993,973,106,2014
Barton                                  ,011-20119,"MURCHISON OIL & GAS, INC.",16-WILLIAMS,4-5-D,Stratigraphic Test                                                              ,07nov2014,Plugged - Approved                                                              ,13nov2014,24nov2014,37.52754,-94.45029,973,126,2014
Barton                                  ,011-20120,"MURCHISON OIL & GAS, INC.",11-Blanchard (2),5-7-C,Stratigraphic Test                                                              ,12nov2014,Plugged - Approved                                                              ,13nov2014,24nov2014,37.53912,-94.40915,952,106,2014
Barton                                  ,011-20121,"MURCHISON OIL & GAS, INC.",11-Blanchard (2),8-7-C,Stratigraphic Test                                                              ,11nov2014,Plugged - Approved                                                              ,13nov2014,24nov2014,37.53368,-94.40958000000001,966,96,2014
Barton                                  ,011-20122,"MURCHISON OIL & GAS, INC.",10-VanDorn,7-8-B,Stratigraphic Test                                                              ,10nov2014,Plugged - Approved                                                              ,13nov2014,24nov2014,37.53683,-94.42422999999999,972,116,2014
Barton                                  ,011-20123,"MURCHISON OIL & GAS, INC.",10-VanDorn,8-3-D,Stratigraphic Test                                                              ,06nov2014,Plugged - Approved                                                              ,13nov2014,24nov2014,37.53444,-94.43586000000001,970,126,2014
Barton                                  ,011-20124,"MURCHISON OIL & GAS, INC.",10-VanDorn,8-7-D,Stratigraphic Test                                                              ,10nov2014,Plugged - Approved                                                              ,13nov2014,24nov2014,37.53445,-94.42663,970,106,2014
Barton                                  ,011-20125,"MURCHISON OIL & GAS, INC.",28-Barker,4-6-D,Stratigraphic Test                                                              ,29oct2014,Plugged - Approved                                                              ,03nov2014,24nov2014,37.58521,-94.44389,932,96,2014
Barton                                  ,011-20126,"MURCHISON OIL & GAS, INC.",27-Brous,1-1-A,Stratigraphic Test                                                              ,29oct2014,Plugged - Approved                                                              ,03nov2014,24nov2014,37.59137,-94.43777,911,96,2014
Barton                                  ,011-20127,"MURCHISON OIL & GAS, INC.",27-Brous,3-1-C,Stratigraphic Test                                                              ,29oct2014,Plugged - Approved                                                              ,03nov2014,24nov2014,37.587,-94.43808,913,96,2014
Barton                                  ,011-20128,"MURCHISON OIL & GAS, INC.",13-Hohulin,1-1-A,Stratigraphic Test                                                              ,27oct2014,Plugged - Approved                                                              ,03nov2014,24nov2014,37.53252,-94.40518,973,96,2014
Barton                                  ,011-20129,"MURCHISON OIL & GAS, INC.",13-Hohulin,4-1-A,Stratigraphic Test                                                              ,30oct2014,Plugged - Approved                                                              ,03nov2014,24nov2014,37.52721,-94.4053,983,116,2014
Barton                                  ,011-20130,"MURCHISON OIL & GAS, INC.",13-Hohulin,6-4-B,Stratigraphic Test                                                              ,03nov2014,Plugged - Approved                                                              ,13nov2014,24nov2014,37.52335,-94.39718999999999,974,106,2014
Barton                                  ,011-20131,"MURCHISON OIL & GAS, INC.",13-Hohulin,8-1-C,Stratigraphic Test                                                              ,30oct2014,Plugged - Approved                                                              ,03nov2014,24nov2014,37.5186,-94.40582000000001,982,96,2014
Barton                                  ,011-20132,"MURCHISON OIL & GAS, INC.",11-Blanchard,4-4-D,Stratigraphic Test                                                              ,27oct2014,Plugged - Approved                                                              ,03nov2014,24nov2014,37.54115,-94.41463,965,106,2014
Barton                                  ,011-20133,"MURCHISON OIL & GAS, INC.",11-Blanchard,3-4-B,Stratigraphic Test                                                              ,24oct2014,Plugged - Approved                                                              ,27oct2014,24nov2014,37.5438,-94.41437999999999,956,106,2014
Barton                                  ,011-20134,"MURCHISON OIL & GAS, INC.",12-Williams,7-1-A,Stratigraphic Test                                                              ,28oct2014,Plugged - Approved                                                              ,03nov2014,24nov2014,37.53648,-94.40470000000001,972,106,2014
Barton                                  ,011-20135,"MURCHISON OIL & GAS, INC.",16-WILLIAMS,4-8-A,Stratigraphic Test                                                              ,21oct2014,Plugged - Approved                                                              ,27oct2014,24nov2014,37.52835,-94.44453,974,116,2014
Barton                                  ,011-20136,"MURCHISON OIL & GAS, INC.",6-Eastep,7-12-D,Stratigraphic Test                                                              ,27oct2014,Plugged - Approved                                                              ,27oct2014,24nov2014,37.46577,-94.59184,964,126,2014
Barton                                  ,011-20137,"MURCHISON OIL & GAS, INC.",11-FAST,2-6-C,Stratigraphic Test                                                              ,23oct2014,Plugged - Approved                                                              ,27oct2014,24nov2014,37.54411,-94.4109,958,116,2014
Barton                                  ,011-20138,"MURCHISON OIL & GAS, INC.",11-FAST,2-7-D,Stratigraphic Test                                                              ,23oct2014,Plugged - Approved                                                              ,27oct2014,24nov2014,37.5441,-94.40761999999999,946,116,2014
Barton                                  ,011-20139,"MURCHISON OIL & GAS, INC.",12-Williams,8-4-D,Stratigraphic Test                                                              ,24nov2014,Plugged - Approved                                                              ,01dec2014,22dec2014,37.53336,-94.39749,967,96,2014
Barton                                  ,011-20140,"MURCHISON OIL & GAS, INC.",23-Blanchard,1-5-C,Stratigraphic Test                                                              ,21nov2014,Plugged - Approved                                                              ,01dec2014,22dec2014,37.51712,-94.41502,972,116,2014
Barton                                  ,011-20141,"MURCHISON OIL & GAS, INC.",13-Hohulin,2-4-D,Stratigraphic Test                                                              ,24nov2014,Plugged - Approved                                                              ,01dec2014,22dec2014,37.5295,-94.39715,982,,2014
Barton                                  ,011-20142,"MURCHISON OIL & GAS, INC.",13-Hohulin,8-3-D,Stratigraphic Test                                                              ,20nov2014,Plugged - Approved                                                              ,01dec2014,22dec2014,37.5186,-94.40012,987,96,2014
Barton                                  ,011-20143,"MURCHISON OIL & GAS, INC.",13-McDaniel,5-8-B,Stratigraphic Test                                                              ,26nov2014,Plugged - Approved                                                              ,01dec2014,22dec2014,37.5246,-94.38834,981,96,2014
Barton                                  ,011-20144,"MURCHISON OIL & GAS, INC.",13-McDaniel,8-8-C,Stratigraphic Test                                                              ,25nov2014,Plugged - Approved                                                              ,01dec2014,22dec2014,37.51838,-94.38966000000001,989,106,2014
Barton                                  ,011-20145,"MURCHISON OIL & GAS, INC.",12-McKibben,8-8-D,Stratigraphic Test                                                              ,03dec2014,Plugged - Approved                                                              ,08dec2014,22dec2014,37.533,-94.38742999999999,999,96,2014
Barton                                  ,011-20146,"MURCHISON OIL & GAS, INC.",23-Blanchard,4-5-C,Stratigraphic Test                                                              ,04dec2014,Plugged - Approved                                                              ,08dec2014,22dec2014,37.51165,-94.41534,971,96,2014
Barton                                  ,011-20147,"MURCHISON OIL & GAS, INC.",23-Blanchard,4-8-D,Stratigraphic Test                                                              ,04dec2014,Plugged - Approved                                                              ,08dec2014,22dec2014,37.551136,-94.40745,977,106,2014
Barton                                  ,011-20148,"MURCHISON OIL & GAS, INC.",9-Washburn,3-4-C,Stratigraphic Test                                                              ,09dec2014,Plugged - Approved                                                              ,15dec2014,22dec2014,37.5544,-94.45295,947,96,2014
Barton                                  ,011-20149,"MURCHISON OIL & GAS, INC.",9-Washburn,6-1-B,Stratigraphic Test                                                              ,09dec2014,Plugged - Approved                                                              ,15dec2014,22dec2014,37.53956,-94.45908,936,96,2014
Barton                                  ,011-20150,"MURCHISON OIL & GAS, INC.",9-Washburn,7-2-C,Stratigraphic Test                                                              ,08dec2014,Plugged - Approved                                                              ,15dec2014,22dec2014,37.5368,-94.45811,938,106,2014
Barton                                  ,011-20151,"MURCHISON OIL & GAS, INC.",9-Washburn,7-4-C,Stratigraphic Test                                                              ,08dec2014,Plugged - Approved                                                              ,15dec2014,22dec2014,37.53671,-94.45341999999999,944,106,2014
Barton                                  ,011-20152,"MURCHISON OIL & GAS, INC.",9-Washburn,4-6-A,Stratigraphic Test                                                              ,11dec2014,Plugged - Approved                                                              ,15dec2014,22dec2014,37.54317,-94.44834,952,96,2014
Barton                                  ,011-20153,"MURCHISON OIL & GAS, INC.",9-Washburn,3-8-C,Stratigraphic Test                                                              ,10dec2014,Plugged - Approved                                                              ,15dec2014,22dec2014,37.54395,-94.44365999999999,977,116,2014
Barton                                  ,011-20154,"MURCHISON OIL & GAS, INC.",9-Washburn,7-6-B,Stratigraphic Test                                                              ,10dec2014,Plugged - Approved                                                              ,15dec2014,22dec2014,37.5376,-94.44762,954,106,2014
Barton                                  ,011-20155,"MURCHISON OIL & GAS, INC.",16-WASHBURN,1-4-C,Stratigraphic Test                                                              ,11dec2014,Plugged - Approved                                                              ,11dec2014,22dec2014,37.53306,-94.45359999999999,957,116,2014
Barton                                  ,011-20156,"MURCHISON OIL & GAS, INC.",11-Washburn,4-5-D,Stratigraphic Test                                                              ,29dec2014,Plugged - Approved                                                              ,30dec2014,23jan2015,37.54099,-94.41235,957,96,2014
Barton                                  ,011-20157,"MURCHISON OIL & GAS, INC.",11-Washburn,4-8-B,Stratigraphic Test                                                              ,23dec2014,Plugged - Approved                                                              ,30dec2014,23jan2015,37.54139,-94.40528,966,106,2014
Barton                                  ,011-20158,"MURCHISON OIL & GAS, INC.",11-Washburn,5-5-C,Stratigraphic Test                                                              ,24dec2014,Plugged - Approved                                                              ,30dec2014,23jan2015,37.5392,-94.41410999999999,964,116,2014
Barton                                  ,011-20159,"MURCHISON OIL & GAS, INC.",11-Washburn,7-3-A,Stratigraphic Test                                                              ,17dec2014,Plugged - Approved                                                              ,30dec2014,23jan2015,37.53672,-94.41849999999999,981,116,2014
Barton                                  ,011-20160,"MURCHISON OIL & GAS, INC.",11-Washburn,7-5-A,Stratigraphic Test                                                              ,12dec2014,Plugged - Approved                                                              ,30dec2014,23jan2015,37.53651,-94.41383,964,106,2014
Barton                                  ,011-20161,"MURCHISON OIL & GAS, INC.",11-Washburn,8-5-C,Stratigraphic Test                                                              ,19dec2014,Plugged - Approved                                                              ,30dec2014,23jan2015,37.53383,-94.41452,971,116,2014
Barton                                  ,011-20162,"MURCHISON OIL & GAS, INC.",10-Tolman,5-2-A,Stratigraphic Test                                                              ,30dec2014,Plugged - Approved                                                              ,09jan2015,11feb2015,37.54099,-94.43940000000001,982,116,2014
Barton                                  ,011-20163,"MURCHISON OIL & GAS, INC.",10-Tolman,8-1-B,Stratigraphic Test                                                              ,06jan2015,Plugged - Approved                                                              ,09jan2015,11feb2015,37.53568,-94.44070000000001,973,116,2015
Barton                                  ,011-20164,"MURCHISON OIL & GAS, INC.",4-HANSHAW,5-6-B,Stratigraphic Test                                                              ,20jan2015,Plugged - Approved                                                              ,26jan2015,11feb2015,37.55566,-94.44604,937,96,2015
Barton                                  ,011-20165,"MURCHISON OIL & GAS, INC.",4-HANSHAW,8-6-B,Stratigraphic Test                                                              ,19jan2015,Plugged - Approved                                                              ,26jan2015,11feb2015,37.55028,-94.44642,966,116,2015
Barton                                  ,011-20166,"MURCHISON OIL & GAS, INC.",23-Blanchard,2-8-B,Stratigraphic Test                                                              ,08jan2015,Plugged - Approved                                                              ,19jan2015,11feb2015,37.51594,-94.40714,977,96,2015
Barton                                  ,011-20167,"MURCHISON OIL & GAS, INC.",23-MCKIBBEN,8-8-B,Stratigraphic Test                                                              ,12jan2015,Plugged - Approved                                                              ,19jan2015,11feb2015,37.50524,-94.40788000000001,958,96,2015
Barton                                  ,011-20168,"MURCHISON OIL & GAS, INC.",24-SPROULS,5-4-D,Stratigraphic Test                                                              ,13jan2015,Plugged - Approved                                                              ,19jan2015,11feb2015,37.50946,-94.39838,974,96,2015
Barton                                  ,011-20169,"MURCHISON OIL & GAS, INC.",24-MCKIBBEN,8-4-A,Stratigraphic Test                                                              ,14jan2015,Plugged - Approved                                                              ,19jan2015,11feb2015,37.50485,-94.39982000000001,976,96,2015
Barton                                  ,011-20170,"MURCHISON OIL & GAS, INC.",10-VanDorn,8-5-B,Stratigraphic Test                                                              ,15jan2015,Plugged - Approved                                                              ,19jan2015,11feb2015,37.53493,-94.4311,959,96,2015
Barton                                  ,011-20171,"MURCHISON OIL & GAS, INC.",4-ROSE,5-1-C,Stratigraphic Test                                                              ,21jan2015,Plugged - Approved                                                              ,26jan2015,11feb2015,37.55464,-94.45923999999999,942,96,2015
Barton                                  ,011-20172,"MURCHISON OIL & GAS, INC.",4-ROSE,8-3-A,Stratigraphic Test                                                              ,22jan2015,Plugged - Approved                                                              ,26jan2015,11feb2015,37.55051,-94.45511,952,106,2015
Vernon                                  ,217-20204,"MURCHISON OIL & GAS, INC.",27-PALMER,8-1-C,Stratigraphic Test                                                              ,01oct2014,Plugged - Approved                                                              ,06oct2014,04nov2014,37.7753,-94.23761,891,100,2014
Vernon                                  ,217-22869,"MURCHISON OIL & GAS, INC.",10-CARLSON,6-2-A,Stratigraphic Test                                                              ,19dec2012,Plugged - Approved                                                              ,10dec2012,19dec2012,37.70911,-94.31399999999999,915,85,2012
Vernon                                  ,217-22870,"MURCHISON OIL & GAS, INC.",10-CARLSON,7-2-A,Stratigraphic Test                                                              ,19dec2012,Plugged - Approved                                                              ,10dec2012,19dec2012,37.71323,-94.31685,918,85,2012
Vernon                                  ,217-22871,"MURCHISON OIL & GAS, INC.",10-CARLSON,7-4-C,Stratigraphic Test                                                              ,05dec2012,Plugged - Approved                                                              ,05dec2012,05dec2012,37.70812,-94.30961000000001,918,76,2012
Vernon                                  ,217-22872,"MURCHISON OIL & GAS, INC.",10-CARLSON,5-1-A,Stratigraphic Test                                                              ,05dec2012,Plugged - Approved                                                              ,04dec2012,05dec2012,37.71272,-94.31619999999999,913,85,2012
Vernon                                  ,217-22873,"MURCHISON OIL & GAS, INC.",10-CARLSON,5-1-B,Stratigraphic Test                                                              ,05dec2012,Plugged - Approved                                                              ,04dec2012,05dec2012,37.71271,-94.315,923,60,2012
Vernon                                  ,217-22874,"MURCHISON OIL & GAS, INC.",10-CARLSON,5-4-A,Stratigraphic Test                                                              ,05dec2012,Plugged - Approved                                                              ,04dec2012,05dec2012,37.71262,-94.30929999999999,915,85,2012
Vernon                                  ,217-22875,"MURCHISON OIL & GAS, INC.",10-CARLSON,5-3-B,Stratigraphic Test                                                              ,05dec2012,Plugged - Approved                                                              ,04dec2012,05dec2012,37.71264,-94.3105,907,85,2012
Vernon                                  ,217-22876,"MURCHISON OIL & GAS, INC.",10-CARLSON,5-3-A,Stratigraphic Test                                                              ,05dec2012,Plugged - Approved                                                              ,04dec2012,05dec2012,37.71266,-94.3116,904,62,2012
Vernon                                  ,217-22877,"MURCHISON OIL & GAS, INC.",10-CARLSON,5-2-B,Stratigraphic Test                                                              ,05dec2012,Plugged - Approved                                                              ,04dec2012,05dec2012,37.71267,-94.3126,912,75,2012
Vernon                                  ,217-22878,"MURCHISON OIL & GAS, INC.",10-CARLSON,5-2-A,Stratigraphic Test                                                              ,05dec2012,Plugged - Approved                                                              ,04dec2012,05dec2012,37.71269,-94.31399999999999,919,70,2012
Vernon                                  ,217-22879,"MURCHISON OIL & GAS, INC.",10-CARLSON,8-1-C,Stratigraphic Test                                                              ,04jan2013,Plugged - Approved                                                              ,07dec2012,04jan2013,37.70643,-94.316548,920,53,2013
Vernon                                  ,217-22880,"MURCHISON OIL & GAS, INC.",10-CARLSON,4-4-A,Stratigraphic Test                                                              ,11feb2013,Plugged - Approved                                                              ,27sep2012,11feb2013,37.71484,-94.31376,900,66,2013
Vernon                                  ,217-22881,"MURCHISON OIL & GAS, INC.",10-CARLSON,2-4-A,Stratigraphic Test                                                              ,18dec2012,Plugged - Approved                                                              ,10dec2012,18dec2012,37.71822,-94.31366,889,85,2012
Vernon                                  ,217-22882,"MURCHISON OIL & GAS, INC.",10-CARLSON,1-4-A,Stratigraphic Test                                                              ,18dec2012,Plugged - Approved                                                              ,10dec2012,18dec2012,37.7202,-94.31359999999999,888,44,2012
Vernon                                  ,217-22883,"MURCHISON OIL & GAS, INC.",10-CARLSON,8-2-A,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,10dec2012,21dec2012,37.70729,-94.31422000000001,820,54,2012
Vernon                                  ,217-22884,"MURCHISON OIL & GAS, INC.",10-CARLSON,8-4-C,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,19dec2012,21dec2012,37.7063,-94.30970000000001,924,85,2012
Vernon                                  ,217-22885,"MURCHISON OIL & GAS, INC.",10-CARLSON,3-4-A,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,10dec2012,21dec2012,37.71647,-94.31381500000001,898,57,2012
Vernon                                  ,217-22886,"MURCHISON OIL & GAS, INC.",10-CARLSON,8-3-C,Stratigraphic Test                                                              ,18dec2012,Plugged - Approved                                                              ,19dec2012,18dec2012,37.70638,-94.31175,920,85,2012
Vernon                                  ,217-22887,"MURCHISON OIL & GAS, INC.",10-CARLSON,3-6-A,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,21dec2012,21dec2012,37.71638,-94.30920999999999,899,76,2012
Vernon                                  ,217-22888,"MURCHISON OIL & GAS, INC.",10-CARLSON,4-6-A,Stratigraphic Test                                                              ,18dec2012,Plugged - Approved                                                              ,21dec2012,18dec2012,37.71456,-94.30929999999999,895,85,2012
Vernon                                  ,217-22889,"MURCHISON OIL & GAS, INC.",10-CARLSON,5-4-C,Stratigraphic Test                                                              ,18dec2012,Plugged - Approved                                                              ,21dec2012,18dec2012,37.71175,-94.30944,915,85,2012
Vernon                                  ,217-22890,"MURCHISON OIL & GAS, INC.",10-CARLSON,6-4-C,Stratigraphic Test                                                              ,18dec2012,Plugged - Approved                                                              ,21dec2012,18dec2012,37.70994,-94.30953,904,85,2012
Vernon                                  ,217-22891,"MURCHISON OIL & GAS, INC.",6-MCCAULEY,SL1,Stratigraphic Test                                                              ,18dec2012,Plugged - Approved                                                              ,14dec2012,18dec2012,37.72667,-94.26175000000001,902,35,2012
Vernon                                  ,217-22892,"MURCHISON OIL & GAS, INC.",11-FOWLER,SL4,Stratigraphic Test                                                              ,18dec2012,Plugged - Approved                                                              ,14dec2012,18dec2012,37.71288,-94.29423,912,35,2012
Vernon                                  ,217-22895,"MURCHISON OIL & GAS, INC.",10-CARLSON,3-1-B,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,10jan2013,21dec2012,37.71657,-94.31968000000001,889,85,2012
Vernon                                  ,217-22896,"MURCHISON OIL & GAS, INC.",10-CARLSON,3-2-A,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,11jan2013,21dec2012,37.71651,-94.31852000000001,892,85,2012
Vernon                                  ,217-22897,"MURCHISON OIL & GAS, INC.",10-CARLSON,3-2-B,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,10jan2013,21dec2012,37.71669,-94.31738,892,85,2012
Vernon                                  ,217-22898,"MURCHISON OIL & GAS, INC.",10-CARLSON,3-3-A,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,11jan2013,21dec2012,37.71649,-94.31605999999999,904,85,2012
Vernon                                  ,217-22899,"MURCHISON OIL & GAS, INC.",10-CARLSON,3-3-B,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,10jan2013,21dec2012,37.71664,-94.31489999999999,904,56,2012
Vernon                                  ,217-22900,"MURCHISON OIL & GAS, INC.",10-CARLSON,3-4-B,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,10jan2013,21dec2012,37.71648,-94.31264,905,85,2012
Vernon                                  ,217-22901,"MURCHISON OIL & GAS, INC.",10-CARLSON,3-5-A,Stratigraphic Test                                                              ,21dec2012,Plugged - Approved                                                              ,10jan2013,21dec2012,37.71654,-94.31155,904,80,2012
Vernon                                  ,217-22902,"MURCHISON OIL & GAS, INC.",15-BLAUVELT,3,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,27sep2011,10jan2013,37.69829,-94.325794,892,94,2013
Vernon                                  ,217-22903,"MURCHISON OIL & GAS, INC.",19-AYERS,6,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,27sep2011,10jan2013,37.68105,-94.364681,761,82,2013
Vernon                                  ,217-22904,"MURCHISON OIL & GAS, INC.",27-DAHMER,11,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,05aug2011,10jan2013,37.668119,-94.310428,878,87,2013
Vernon                                  ,217-22905,"MURCHISON OIL & GAS, INC.",10-CARLSON,24,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,30sep2011,10jan2013,37.708511,-94.30968,927,100,2013
Vernon                                  ,217-22906,"MURCHISON OIL & GAS, INC.",10-MCINTOSH,2,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,30sep2011,10jan2013,37.713371,-94.32187999999999,832,92,2013
Vernon                                  ,217-22907,"MURCHISON OIL & GAS, INC.",16-BLAUVELT,4,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,27sep2011,10jan2013,37.705827,-94.32832999999999,898,97,2013
Vernon                                  ,217-22908,"MURCHISON OIL & GAS, INC.",9-KUTINA,18,Stratigraphic Test                                                              ,22feb2013,Plugged - Approved                                                              ,19sep2011,22feb2013,37.71426,-94.33551,938,102,2013
Vernon                                  ,217-22909,"MURCHISON OIL & GAS, INC.",9-SHAW,20,Stratigraphic Test                                                              ,22feb2013,Plugged - Approved                                                              ,11aug2011,22feb2013,37.721721,-94.44701000000001,824,92,2013
Vernon                                  ,217-22910,"MURCHISON OIL & GAS, INC.",9-MCINTOSH,1,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,19sep2011,10jan2013,37.720864,-94.32752000000001,886,102,2013
Vernon                                  ,217-22911,"MURCHISON OIL & GAS, INC.",22-LEAVELL,21,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,08aug2011,10jan2013,37.684812,-94.318699,879,96,2013
Vernon                                  ,217-22912,"MURCHISON OIL & GAS, INC.",15-BROWN,12,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,27sep2012,10jan2013,37.695611,-94.30971,892,94,2013
Vernon                                  ,217-22913,"MURCHISON OIL & GAS, INC.",21-BRYAM,5,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,27sep2011,10jan2013,37.680248,-94.32950200000001,848,62,2013
Vernon                                  ,217-22914,"MURCHISON OIL & GAS, INC.",8-GASH,7,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,10aug2011,10jan2013,37.706664,-94.345282,925,72,2013
Vernon                                  ,217-22915,"MURCHISON OIL & GAS, INC.",15-NEAS,23,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,27sep2011,10jan2013,37.705686,-94.31659999999999,878,98,2013
Vernon                                  ,217-22916,"MURCHISON OIL & GAS, INC.",15-BLAUVELT,19,Stratigraphic Test                                                              ,10jan2013,Plugged - Approved                                                              ,27sep2011,10jan2013,37.695921,-94.322445,887,100,2013
Vernon                                  ,217-22917,"MURCHISON OIL & GAS, INC.",10-CARLSON,6-2-C,Stratigraphic Test                                                              ,11feb2013,Plugged - Approved                                                              ,16jan2013,11feb2013,37.70982,-94.31404999999999,918,66,2013
Vernon                                  ,217-22918,"MURCHISON OIL & GAS, INC.",10-CARLSON,7-2-D,Stratigraphic Test                                                              ,11feb2013,Plugged - Approved                                                              ,16jan2013,11feb2013,37.71003,-94.31408999999999,921,66,2013
Vernon                                  ,217-22919,"MURCHISON OIL & GAS, INC.",10-CARLSON,6-1-C,Stratigraphic Test                                                              ,11feb2013,Plugged - Approved                                                              ,25jan2013,11feb2013,37.71005,-94.31637000000001,915,52,2013
Vernon                                  ,217-22920,"MURCHISON OIL & GAS, INC.",10-CARLSON,7-1-C,Stratigraphic Test                                                              ,11feb2013,Plugged - Approved                                                              ,25jan2013,11feb2013,37.70824,-94.31646000000001,912,65,2013
Vernon                                  ,217-22921,"MURCHISON OIL & GAS, INC.",10-CARLSON,8-3-D,Stratigraphic Test                                                              ,11feb2013,Plugged - Approved                                                              ,16jan2013,11feb2013,37.70633,-94.31084,923,66,2013
Vernon                                  ,217-22922,"MURCHISON OIL & GAS, INC.",10-CARLSON,2-3-A,Stratigraphic Test                                                              ,11feb2013,Plugged - Approved                                                              ,25jan2013,11feb2013,37.71821,-94.31574999999999,888,45,2013
Vernon                                  ,217-22923,"MURCHISON OIL & GAS, INC.",10-CARLSON,2-3-C,Stratigraphic Test                                                              ,11feb2013,Plugged - Approved                                                              ,25jan2013,11feb2013,37.7174,-94.31605999999999,888,57,2013
Vernon                                  ,217-22924,"MURCHISON OIL & GAS, INC.",10-CARLSON,3-3-C,Stratigraphic Test                                                              ,11feb2013,Plugged - Approved                                                              ,25jan2013,11feb2013,37.7155,-94.31609,904,56,2013
Vernon                                  ,217-22925,"MURCHISON OIL & GAS, INC.",10-CARLSON,1-3-C,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,25jan2013,07feb2013,37.71923,-94.31592999999999,862,36,2013
Vernon                                  ,217-22926,"MURCHISON OIL & GAS, INC.",10-CARLSON,2-1-A,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,25jan2013,07feb2013,37.71841,-94.32073,902,36,2013
Vernon                                  ,217-22927,"MURCHISON OIL & GAS, INC.",10-CARLSON,2-1-B,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,25jan2013,07feb2013,37.71835,-94.31959999999999,903,46,2013
Vernon                                  ,217-22928,"MURCHISON OIL & GAS, INC.",10-CARLSON,2-2-A,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,25jan2013,07feb2013,37.71834,-94.31845,899,36,2013
Vernon                                  ,217-22929,"MURCHISON OIL & GAS, INC.",10-CARLSON,2-2-B,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,25jan2013,07feb2013,37.71832,-94.31731000000001,862,56,2013
Vernon                                  ,217-22930,"MURCHISON OIL & GAS, INC.",10-CARLSON,2-3-B,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,25jan2013,07feb2013,37.71828,-94.31483,899,45,2013
Vernon                                  ,217-22931,"MURCHISON OIL & GAS, INC.",10-CARLSON,2-5-A,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,25jan2013,07feb2013,37.71823,-94.31141,893,46,2013
Vernon                                  ,217-22932,"MURCHISON OIL & GAS, INC.",10-CARLSON,4-1-A,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,27sep2012,07feb2013,37.71463,-94.32084999999999,902,36,2013
Vernon                                  ,217-22933,"MURCHISON OIL & GAS, INC.",10-CARLSON,4-1-B,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,25jan2013,07feb2013,37.71474,-94.31981,903,46,2013
Vernon                                  ,217-22934,"MURCHISON OIL & GAS, INC.",10-CARLSON,4-3-A,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,25jan2013,07feb2013,37.71468,-94.31614999999999,900,46,2013
Vernon                                  ,217-22935,"MURCHISON OIL & GAS, INC.",10-CARLSON,4-3-B,Stratigraphic Test                                                              ,07feb2013,Plugged - Approved                                                              ,25jan2013,07feb2013,37.71466,-94.31501,902,56,2013
